Invoice Date,Invoicing month,Quarter,PO Number- Sales,Retailer Name,Supplier Onboarding Date,Supplier Onboarding Quarter,Commodity Name,Category Mix,Loading State,Customer Name,Customer Type,Buyer Onboarding Date,Buyer Onboarding Quarter,Unloading State,Geography Mix,Qty. Bought,Qty Price,COGS,Commodity Cost,Discount to Farmers,Gunny Bag / Crates / Box Cost,Commission Amt,Transportation Cost,Mandi Tax,Deductions To retailer,Total Cost,Qty Sold,Selling Price,Invoice Value,Credit note qty,Credit note value,Gross invoice,Cash discount,Bardana,Quality,Net Invoice Value,Difference,Rejections (Yes/No),Quantity Sold,COGS,Commodity Cost,Discount to Farmers,Gunny Bag / Crates / Box Cost,Commission Amt,Transportation Cost,Mandi Tax,Deductions To retailer,Total Cost,Total inventory,COGS for GM,GM,CM-I,CM-II,cm2 %,GM +ve Transactions,CM-I +ve Transactions,CM-II +ve Transactions,
44443,Sep-21,"Q2, FY 22",PA0765,YASH TRADERS,Sep-21,"Q2, FY 22",Wheat,Wheat,Uttar Pradesh,Goyal Food Processors,Processors,Aug-21,"Q2, FY 22",Delhi,Delhi,,,,,,,,,,,, 189.26 ,2041.654823,386403.5918,0,0,386403.5918,7728.071837,6798.55,6798.55,365078.42,-2.34,,191.6,337432.51,334058.1849,3374.3251,9532,7626,19100,0,0,373690.51, -   ," 3,34,058 ",52345.40694,9288.856937,-8612.09, (2.2%),1,1,0,
44445,Sep-21,"Q2, FY 22",PA0766,GURUKRIPA TRADING COMPANY,Sep-21,"Q2, FY 22",Wheat,Wheat,Madhya Pradesh,IDEAL FOODGRAIN INDIA PRIVATE LIMITED,Processors,Aug-21,"Q2, FY 22",Madhya Pradesh,MP & Chhattisgarh,,,,,,,,,,,, 283.55 ,1998.305612,566619.5564,0,0,566619.5564,11332.39113,0,16917.71523,538369.45,0,,283.55,506084.65,501023.8035,5060.8465,14151.64,12650.71,0,0,0,532887, -   ," 5,01,024 ",65595.75285,38793.40285,5482.45, 1.0% ,1,1,1,
44446,Sep-21,"Q2, FY 22",PA0768,NEW KRISHI KENDRA,Aug-21,"Q2, FY 22",Wheat,Wheat,Bihar,BALAJI ENTERPRISES,SME,Jul-21,"Q2, FY 22",West Bengal,West Bengal,,,,,,,,,,,, 243.40 ,1938.95,471940.43,0,0,471940.43,0,760,10269.43,460911,0,,243.4,435686,431329.14,4356.86,14604,9736,32642,0,0,492668, -   ," 4,31,329 ",40611.29,-17130.71,-31757.00, (6.7%),1,0,0,
44442,Sep-21,"Q2, FY 22",PA0769,Moti Ram Jhamman Lal,Jul-21,"Q2, FY 22",Maize,Maize,Uttar Pradesh,M/s Sunrise Trading Co.,SME,Aug-21,"Q2, FY 22",Haryana,Haryana,,,,,,,,,,,, 260.90 ,1909.328,498143.6752,0,0,498143.6752,0,0,7651.6752,490492,0,,260.9,454607.81,450061.7319,4546.0781,15498,7749,22872,0,0,500726.81, -   ," 4,50,062 ",48081.9433,1962.9433,-10234.81, (2.1%),1,1,0,
44442,Sep-21,"Q2, FY 22",PA0770,SHRI KANAK TRANDING CO.,Jul-21,"Q2, FY 22",Wheat,Wheat,Uttar Pradesh,TIRUPATI WHEAT PRODUCT PVT LTD,SME,Aug-21,"Q2, FY 22",Uttar Pradesh,Uttar Pradesh,,,,,,,,,,,, 494.40 ,1926.271124,952348.4437,-247.2,473802.0914,478546.3523,28140.81803,24291.125,57386.472,368727.9373,-157.8,,405,441413.55,436999.4145,4414.1355,12261,7356,30164,0,0,491194.55," 3,15,600 "," 4,36,999 ",41546.93778,-32525.18722,-122466.61, (25.6%),1,0,0,
44442,Sep-21,"Q2, FY 22",PA0771,SHRI KANAK TRANDING CO.,Jul-21,"Q2, FY 22",Wheat,Wheat,Uttar Pradesh,TIRUPATI WHEAT PRODUCT PVT LTD,SME,Aug-21,"Q2, FY 22",Uttar Pradesh,Uttar Pradesh,,,,,,,,,,,, 511.50 ,2107.12165,1077792.724,-255.75,539208.6301,538584.0939,31850.80031,25687.94,64791.68375,416253.6698,0.3,,255.45,456139.18,451577.7882,4561.3918,12670,7602,35183,0,0,511594.18, -   ," 4,51,578 ",87006.30571,5863.365709,-95340.51, (17.7%),1,1,0,
44442,Sep-21,"Q2, FY 22",PA0772,SHRI KANAK TRANDING CO.,Jul-21,"Q2, FY 22",Wheat,Wheat,Uttar Pradesh,OLAM AGRI INDIA PRIVATE LIMITED,Enterprise,Jun-21,"Q1, FY 22",Uttarakhand,Uttarakhand,,,,,,,,,,,, 556.20 ,2096.892316,1166291.506,-370.8,771208.9447,395082.5616,23287.1554,9908.25,73893.0455,287994.1107,0,,185.4,331055.8,327745.242,3310.558,9196,5517,26700,0,0,372468.8, -   ," 3,27,745 ",67337.31956,16016.06956,-84474.69, (21.4%),1,1,0,
44442,Sep-21,"Q2, FY 22",PA0773,NEW PRABHU KIRPA KHAD BHANDAR,Aug-21,"Q2, FY 22",Wheat,Wheat,Uttar Pradesh,TIRUPATI WHEAT PRODUCT PVT LTD,SME,Aug-21,"Q2, FY 22",Uttar Pradesh,Uttar Pradesh,,,,,,,,,,,, 309.70 ,2142.831395,663634.883,0,0,663634.883,19408.11324,21143.65,26020.30975,597062.81,0,,309.7,547280.16,541807.3584,5472.8016,13599,17061,27000,0,0,604940.16, -   ," 5,41,807 ",121827.5246,43023.87459,-7877.35, (1.2%),1,1,0,
44442,Sep-21,"Q2, FY 22",PA0774,NEW PRABHU KIRPA KHAD BHANDAR,Aug-21,"Q2, FY 22",Wheat,Wheat,Uttar Pradesh,TIRUPATI WHEAT PRODUCT PVT LTD,SME,Aug-21,"Q2, FY 22",Uttar Pradesh,Uttar Pradesh,,,,,,,,,,,, 332.10 ,2141.500501,711192.3165,0,0,711192.3165,20805.23475,24745.6,26954.80175,638686.68,0,,332.1,585226.62,579374.3538,5852.2662,17589,16933,25165,0,0,644913.62, -   ," 5,79,374 ",131817.9627,47385.3627,-6226.94, (0.9%),1,1,0,
44442,Sep-21,"Q2, FY 22",PA0775,SINGH TRADERS,Aug-21,"Q2, FY 22",Wheat,Wheat,Uttar Pradesh,TIRUPATI WHEAT PRODUCT PVT LTD,SME,Aug-21,"Q2, FY 22",Uttar Pradesh,Uttar Pradesh,,,,,,,,,,,, 317.70 ,2142.678259,680728.883,0,0,680728.883,19908.72324,21489.6,26354.04975,612976.51,0,,317.7,561417.2,555803.028,5614.172,17424,14028,27000,0,0,619869.2, -   ," 5,55,803 ",124925.855,44984.25499,-6892.69, (1.0%),1,1,0,
44447,Sep-21,"Q2, FY 22",PA0776,Shanker Beez Bhandar,May-21,"Q1, FY 22",Wheat,Wheat,Uttar Pradesh,GARV AGRIFARMS LLP,Processors,Aug-21,"Q2, FY 22",Delhi,Delhi,,,,,,,,,,,, 179.49 ,2101.484194,377195.398,0,0,377195.398,7543.907959,5538.08,5538.08,358575.33,-2.81,,182.3,315379,312225.21,3153.79,9114,6380,27345,0,0,358218, -   ," 3,12,225 ",64970.18796,16593.10796,357.33, 0.1% ,1,1,1,
44442,Sep-21,"Q2, FY 22",PA0777,JAI HIND TRADERS,Aug-21,"Q2, FY 22",Maize,Maize,Uttar Pradesh,Shakti Feed,Processors,Sep-21,"Q2, FY 22",Haryana,Haryana,,,,,,,,,,,, 271.25 ,1939.796,526169.665,0,0,526169.665,0,1432.5,21336.165,503401,0,,271.25,447562.5,443086.875,4475.625,14786,13695,32520,0,0,508563.5, -   ," 4,43,087 ",83082.79,20649.29,-5162.50, (1.0%),1,1,0,
44442,Sep-21,"Q2, FY 22",PA0778,SHRI RADHA RICE MILL,Sep-21,"Q2, FY 22",Maize,Maize,Uttar Pradesh,M/s Sunrise Trading Co.,SME,Aug-21,"Q2, FY 22",Haryana,Haryana,,,,,,,,,,,, 248.15 ,1909.328,473799.7432,0,0,473799.7432,0,0,7277.7432,466522,0,,248.15,414410.5,410266.395,4144.105,13662,7431,28700,0,0,464203.5, -   ," 4,10,266 ",63533.3482,13740.3482,2318.50, 0.5% ,1,1,1,
44445,Sep-21,"Q2, FY 22",PA0779,VEDANT TRADERS,Aug-21,"Q2, FY 22",Wheat,Wheat,Madhya Pradesh,IDEAL FOODGRAIN INDIA PRIVATE LIMITED,Processors,Aug-21,"Q2, FY 22",Madhya Pradesh,MP & Chhattisgarh,,,,,,,,,,,, 196.90 ,2031.628061,400027.5653,0,0,400027.5653,8000.551305,0,12110.80395,379916.21,0,,196.9,359386.9,355793.031,3593.869,9987.17,8927.93,0,0,0,378302, -   ," 3,55,793 ",44234.53426,25319.43426,1614.21, 0.4% ,1,1,1,
44445,Sep-21,"Q2, FY 22",PA0780,SHRI RIDDHI ENTERPRISES,Aug-21,"Q2, FY 22",Wheat,Wheat,Madhya Pradesh,IDEAL FOODGRAIN INDIA PRIVATE LIMITED,Processors,Aug-21,"Q2, FY 22",Madhya Pradesh,MP & Chhattisgarh,,,,,,,,,,,, 196.90 ,1999.346939,393671.4122,0,0,393671.4122,7873.428245,0,7749.984,378048,0,,196.9,352188.55,348666.6645,3521.8855,9826.85,8784.6,0,0,0,370800, -   ," 3,48,667 ",45004.74774,26393.29774,7248.00, 1.8% ,1,1,1,
44445,Sep-21,"Q2, FY 22",PA0781,SHRI RIDDHI ENTERPRISES,Aug-21,"Q2, FY 22",Wheat,Wheat,Madhya Pradesh,IDEAL FOODGRAIN INDIA PRIVATE LIMITED,Processors,Aug-21,"Q2, FY 22",Madhya Pradesh,MP & Chhattisgarh,,,,,,,,,,,, 195.30 ,1999.346939,390472.4571,0,0,390472.4571,7809.449143,0,14277.008,368386,0,,195.3,350747.6,347240.124,3507.476,9747.09,8713.31,0,0,0,369208, -   ," 3,47,240 ",43232.33314,24771.93314,-822.00, (0.2%),1,1,0,
44469,Sep-21,"Q2, FY 22",PA0782,SAMRADDHSHEEL FARMER PRODUCER COMPANY LIMITED,Jul-21,"Q2, FY 22",Maize,Maize,Uttar Pradesh,M/S YUVAAN AGRO TRADERS,SME,Jul-21,"Q2, FY 22",Uttar Pradesh,Uttar Pradesh,,,,,,,,,,,, 370.20 ,1553.868,575241.9336,0,0,575241.9336,0,0,8835.9336,566406,-1.25,,371.45,665608.68,658952.5932,6656.0868,22064,11032,20405,0,0,719109.68, -   ," 6,58,953 ",-83710.6596,-137211.6596,-152703.68, (26.5%),0,0,0,
44469,Sep-21,"Q2, FY 22",PA0783,SAMRADDHSHEEL FARMER PRODUCER COMPANY LIMITED,Jul-21,"Q2, FY 22",Maize,Maize,Uttar Pradesh,M/S YUVAAN AGRO TRADERS,SME,Jul-21,"Q2, FY 22",Uttar Pradesh,Uttar Pradesh,,,,,,,,,,,, 331.10 ,1553.868,514485.6948,0,0,514485.6948,0,0,7902.6948,506583,-1.4,,332.5,595813.4,589855.266,5958.134,19751,9875,18287,0,0,643726.4, -   ," 5,89,855 ",-75369.5712,-123282.5712,-137143.40, (26.7%),0,0,0,
44443,Sep-21,"Q2, FY 22",PA0784,Mano Traders,Jul-21,"Q2, FY 22",Maize,Maize,Uttar Pradesh,M/s Sunrise Trading Co.,SME,Aug-21,"Q2, FY 22",Haryana,Haryana,,,,,,,,,,,, 601.10 ,1932.179,1161432.797,-300.55,583005.6878,578427.1091,0,0,83899.7347,494527.3744,0,,300.55,499414.92,494420.7708,4994.1492,14953,11962,38105,0,0,564434.92, -   ," 4,94,421 ",84006.3383,18986.3383,-69907.55, (12.1%),1,1,0,
44443,Sep-21,"Q2, FY 22",PA0785,PAHAL TRADERS,Sep-21,"Q2, FY 22",Maize,Maize,Uttar Pradesh,M/s Sunrise Trading Co.,SME,Aug-21,"Q2, FY 22",Haryana,Haryana,,,,,,,,,,,, 313.15 ,1929.64,604266.766,0,0,604266.766,0,0,9281.766,594985,0,,313.15,526092,520831.08,5260.92,16335,8717,35920,0,0,587064, -   ," 5,20,831 ",83435.686,22463.686,7921.00, 1.3% ,1,1,1,
44445,Sep-21,"Q2, FY 22",PA0786,PAHAL TRADERS,Sep-21,"Q2, FY 22",Maize,Maize,Uttar Pradesh,M/s Sunrise Trading Co.,SME,Aug-21,"Q2, FY 22",Haryana,Haryana,,,,,,,,,,,, 296.05 ,1929.64,571269.922,0,0,571269.922,0,0,18374.922,552895,0,,296.05,497364,492390.36,4973.64,15741,7943,34760,0,0,555808, -   ," 4,92,390 ",78879.562,20435.562,-2913.00, (0.5%),1,1,0,
44445,Sep-21,"Q2, FY 22",PA0787,PAHAL TRADERS,Sep-21,"Q2, FY 22",Maize,Maize,Uttar Pradesh,M/s Sunrise Trading Co.,SME,Aug-21,"Q2, FY 22",Haryana,Haryana,,,,,,,,,,,, 251.25 ,1924.562,483546.2025,0,0,483546.2025,0,0,7427.4525,476118.75,0,,251.25,422100,417879,4221,13629,6471,32500,0,0,474700, -   ," 4,17,879 ",65667.2025,13067.2025,1418.75, 0.3% ,1,1,1,
44446,Sep-21,"Q2, FY 22",PA0788,NEW PRABHU KIRPA KHAD BHANDAR,Aug-21,"Q2, FY 22",Wheat,Wheat,Uttar Pradesh,R.G. Flour Mills,Processors,Jun-21,"Q1, FY 22",Delhi,Delhi,,,,,,,,,,,, 175.29 ,2128.86645,373169,0,5210.454321,367958.5457,7567.589086,11830.17,11932.74524,336628.0414,-3.51,,178.8,319503.08,316308.0492,3195.0308,8940,6990,14820,0,0,350253.08, -   ," 3,16,308 ",51650.49648,9070.326479,-13625.04, (3.7%),1,1,0,
44444,Sep-21,"Q2, FY 22",PA0789,VJA WAREHOUSE,Jul-21,"Q2, FY 22",Maize,Maize,Uttar Pradesh,M/s Sunrise Trading Co.,SME,Aug-21,"Q2, FY 22",Haryana,Haryana,,,,,,,,,,,, 407.40 ,1929.64,786135.336,0,0,786135.336,0,0,12075.336,774060,0,,407.4,733320,725986.8,7333.2,23991,12675,0,0,0,769986, -   ," 7,25,987 ",60148.536,23482.536,4074.00, 0.5% ,1,1,1,
44445,Sep-21,"Q2, FY 22",PA0790,SHANKAR TRADERS,Sep-21,"Q2, FY 22",Wheat,Wheat,Uttar Pradesh,OLAM AGRI INDIA PRIVATE LIMITED,Enterprise,Jun-21,"Q1, FY 22",Uttarakhand,Uttarakhand,,,,,,,,,,,, 248.70 ,2131.021177,529984.9668,0,0,529984.9668,15541.3445,10805.85,20884.11225,482753.66,0,,248.7,443178.43,438746.6457,4431.7843,13860,7068,21080,0,0,485186.43, -   ," 4,38,747 ",91238.32105,38424.47105,-2432.77, (0.5%),1,1,0,
44445,Sep-21,"Q2, FY 22",PA0791,SHANKAR TRADERS,Sep-21,"Q2, FY 22",Wheat,Wheat,Uttar Pradesh,OLAM AGRI INDIA PRIVATE LIMITED,Enterprise,Jun-21,"Q1, FY 22",Uttarakhand,Uttarakhand,,,,,,,,,,,, 302.95 ,1937.226842,586882.8718,0,0,586882.8718,17210.10308,12459.75,18683.76875,538529.25,0,,302.95,539856.9,534458.331,5398.569,16830,8663,25500,0,0,590849.9, -   ," 5,34,458 ",52424.54083,-11028.20917,-52320.65, (8.9%),1,0,0,
44449,Sep-21,"Q2, FY 22",PA0792,Anil trader,Sep-21,"Q2, FY 22",Wheat,Wheat,Madhya Pradesh,IDEAL FOODGRAIN INDIA PRIVATE LIMITED,Processors,Aug-21,"Q2, FY 22",Madhya Pradesh,MP & Chhattisgarh,,,,,,,,,,,, 104.90 ,2029.545408,212899.3133,0,0,212899.3133,4257.986266,0,7892.12705,200749.2,0,,104.9,188378.4,186494.616,1883.784,5275.56,4716.04,0,0,0,198370, -   ," 1,86,495 ",26404.69732,16413.09732,2379.20, 1.1% ,1,1,1,
44449,Sep-21,"Q2, FY 22",PA0793,SHRI RIDDHI ENTERPRISES,Aug-21,"Q2, FY 22",Wheat,Wheat,Madhya Pradesh,IDEAL FOODGRAIN INDIA PRIVATE LIMITED,Processors,Aug-21,"Q2, FY 22",Madhya Pradesh,MP & Chhattisgarh,,,,,,,,,,,, 113.40 ,1977.479082,224246.1279,0,0,224246.1279,4484.922557,0,6191.6053,213569.6,0,,113.4,200621,198614.79,2006.21,5599.97,5006.03,0,0,0,211227, -   ," 1,98,615 ",25631.33786,15025.33786,2342.60, 1.0% ,1,1,1,
44449,Sep-21,"Q2, FY 22",PA0794,SHRI RIDDHI ENTERPRISES,Aug-21,"Q2, FY 22",Wheat,Wheat,Madhya Pradesh,IDEAL FOODGRAIN INDIA PRIVATE LIMITED,Processors,Aug-21,"Q2, FY 22",Madhya Pradesh,MP & Chhattisgarh,,,,,,,,,,,, 127.40 ,1999.346939,254716.8,0,0,254716.8,5094.336,0,7171.464,242451,0.1,,127.3,227680.3,225403.497,2276.803,6353.27,5679.43,0,0,0,239713, -   ," 2,25,403 ",29313.303,17280.603,2738.00, 1.1% ,1,1,1,
44449,Sep-21,"Q2, FY 22",PA0795,SAINATH TRADING COMPANY,Sep-21,"Q2, FY 22",Wheat,Wheat,Madhya Pradesh,IDEAL FOODGRAIN INDIA PRIVATE LIMITED,Processors,Aug-21,"Q2, FY 22",Madhya Pradesh,MP & Chhattisgarh,,,,,,,,,,,, 300.00 ,2053.495918,616048.7755,0,0,616048.7755,12320.97551,0,18336.8,585391,0,,300,549680.45,544183.6455,5496.8045,15275.33,13655.22,0,0,0,578611, -   ," 5,44,184 ",71865.13001,42934.58001,6780.00, 1.1% ,1,1,1,
44445,Sep-21,"Q2, FY 22",PA0796,Moti Ram Jhamman Lal,Jul-21,"Q2, FY 22",Maize,Maize,Uttar Pradesh,Shakti Feed,Processors,Sep-21,"Q2, FY 22",Haryana,Haryana,,,,,,,,,,,, 252.00 ,1939.796,488828.592,0,0,488828.592,0,573,20790.592,467465,0,,252,436590,432224.1,4365.9,14968,7484,22160,0,0,481202, -   ," 4,32,224 ",56604.492,11419.492,-13737.00, (2.8%),1,1,0,
44445,Sep-21,"Q2, FY 22",PA0797,HARSH TRADER,Aug-21,"Q2, FY 22",Wheat,Wheat,Uttar Pradesh,TIRUPATI WHEAT PRODUCT PVT LTD,SME,Aug-21,"Q2, FY 22",Uttar Pradesh,Uttar Pradesh,,,,,,,,,,,, 242.85 ,1917.321208,465621.4553,0,0,465621.4553,13614.13183,17577.8,18858.0535,415571.47,0,,242.85,439764.92,435367.2708,4397.6492,12081,9665,16940,0,0,478450.92, -   ," 4,35,367 ",30254.18453,-26009.61547,-62879.45, (13.5%),1,0,0,
44446,Sep-21,"Q2, FY 22",PA0798,Moti Ram Jhamman Lal,Jul-21,"Q2, FY 22",Maize,Maize,Uttar Pradesh,M/s Sunrise Trading Co.,SME,Aug-21,"Q2, FY 22",Haryana,Haryana,,,,,,,,,,,, 252.40 ,1929.64,487041.136,0,0,487041.136,0,0,7481.136,479560,0,,252.4,437290.57,432917.6643,4372.9057,14992,7496,21990,0,0,481768.57, -   ," 4,32,918 ",54123.4717,9645.4717,-2208.57, (0.5%),1,1,0,
44446,Sep-21,"Q2, FY 22",PA0799,O B and Sons,Jul-21,"Q2, FY 22",Maize,Maize,Uttar Pradesh,Shakti Feed,Processors,Sep-21,"Q2, FY 22",Haryana,Haryana,,,,,,,,,,,, 246.80 ,1939.796,478741.6528,0,24,478717.6528,0,0,7353.6528,471364,0,,246.8,427595.81,423319.8519,4275.9581,14660,7330,23115,0,0,472700.81, -   ," 4,23,320 ",55397.8009,10292.8009,-1336.81, (0.3%),1,1,0,
44446,Sep-21,"Q2, FY 22",PA0800,O B and Sons,Jul-21,"Q2, FY 22",Maize,Maize,Uttar Pradesh,Shakti Feed,Processors,Sep-21,"Q2, FY 22",Haryana,Haryana,,,,,,,,,,,, 303.10 ,1939.796,587952.1676,0,0,587952.1676,0,0,17068.1676,570884,0,,303.1,525120.75,519869.5425,5251.2075,18004,9002,28433,0,0,580559.75, -   ," 5,19,870 ",68082.6251,12643.6251,-9675.75, (1.6%),1,1,0,
44448,Sep-21,"Q2, FY 22",PA0801,YASH TRADERS,Sep-21,"Q2, FY 22",Wheat,Wheat,Uttar Pradesh,Mohit Enterprises,SME,Jun-21,"Q1, FY 22",Delhi,Delhi,,,,,,,,,,,, 185.65 ,2105.938044,390967.398,0,0,390967.398,7819.347959,8357.83,8357.83,366432.39,-1.3,,186.95,339622.72,336226.4928,3396.2272,9254,7403,20195,0,0,376474.72, -   ," 3,36,226 ",54740.90516,9531.075159,-10042.33, (2.6%),1,1,0,
44450,Sep-21,"Q2, FY 22",PA0802,AGRI JUNCTION KRASHAK SEVA KENDRA,Sep-21,"Q2, FY 22",Wheat,Wheat,Uttar Pradesh,GARV AGRIFARMS LLP,Processors,Aug-21,"Q2, FY 22",Delhi,Delhi,,,,,,,,,,,, 214.33 ,2107.666225,451736.102,0,0,451736.102,9034.722041,7911.54,7911.54,426878.3,-3.42,,217.75,402974.68,398944.9332,4029.7468,11820,6447,14105,0,0,435346.68, -   ," 3,98,945 ",52791.16884,12507.62884,-8468.38, (1.9%),1,1,0,
44449,Sep-21,"Q2, FY 22",PA0803,AGRI JUNCTION KRASHAK SEVA KENDRA,Sep-21,"Q2, FY 22",Wheat,Wheat,Uttar Pradesh,"OM PARKASH GUPTA ASSOCIATES
",SME,Aug-21,"Q2, FY 22",Delhi,Delhi,,,,,,,,,,,, 194.39 ,2038.145491,396195.102,0,0,396195.102,7923.902041,1551.73,1551.73,385167.74,-2.31,,196.7,364030.72,360390.4128,3640.3072,10678,5824,13000,0,0,393532.72, -   ," 3,60,390 ",35804.68924,4750.959241,-8364.98, (2.1%),1,1,0,
44451,Sep-21,"Q2, FY 22",PA0804,Tiwari Traders,Aug-21,"Q2, FY 22",Wheat,Wheat,Uttar Pradesh,GARV AGRIFARMS LLP,Processors,Aug-21,"Q2, FY 22",Delhi,Delhi,,,,,,,,,,,, 144.89 ,2109.859837,305697.5918,0,0,305697.5918,6113.951837,5659.79,5659.79,288264.06,-2.21,,147.1,258896,256307.04,2588.96,7355,5884,23536,0,0,295671, -   ," 2,56,307 ",49390.55184,6955.761837,-7406.94, (2.4%),1,1,0,
44449,Sep-21,"Q2, FY 22",PA0805,BHAGWAT PRASAD VED PRAKASH,Aug-21,"Q2, FY 22",Wheat,Wheat,Uttar Pradesh,"OM PARKASH GUPTA ASSOCIATES
",SME,Aug-21,"Q2, FY 22",Delhi,Delhi,,,,,,,,,,,, 193.70 ,2089.475994,404731.5,0,0,404731.5,8094.63,7493.57,7493.57,381649.73,-3.2,,196.9,362443.68,358819.2432,3624.4368,10688,5830,10688,0,0,389649.68, -   ," 3,58,819 ",45912.2568,11212.6868,-7999.95, (2.0%),1,1,0,
44447,Sep-21,"Q2, FY 22",PA0806,BHAGWAT PRASAD VED PRAKASH,Aug-21,"Q2, FY 22",Wheat,Wheat,Uttar Pradesh,Mohit Enterprises,SME,Jun-21,"Q1, FY 22",Delhi,Delhi,,,,,,,,,,,, 187.68 ,2088.860327,392037.3061,0,1084.7915,390952.5146,7862.441952,3468.91,3490.26567,376130.897,-3.12,,190.8,351215.1,347702.949,3512.151,10357,5649,10357,0,0,377578.1, -   ," 3,47,703 ",43249.56562,13417.65562,-1447.20, (0.4%),1,1,0,
44449,Sep-21,"Q2, FY 22",PA0807,JAI KAMTANATH TRADING COMPANY,Sep-21,"Q2, FY 22",Wheat,Wheat,Madhya Pradesh,IDEAL FOODGRAIN INDIA PRIVATE LIMITED,Processors,Aug-21,"Q2, FY 22",Madhya Pradesh,MP & Chhattisgarh,,,,,,,,,,,, 169.10 ,2052.454592,347070.0715,0,0,347070.0715,6941.40143,0,11244.77005,328883.9,0,,169.1,312002.8,308882.772,3120.028,8670.39,7750.81,0,0,0,328424, -   ," 3,08,883 ",38187.29948,21766.09948,459.90, 0.1% ,1,1,1,
44449,Sep-21,"Q2, FY 22",PA0808,JAI KAMTANATH TRADING COMPANY,Sep-21,"Q2, FY 22",Wheat,Wheat,Madhya Pradesh,IDEAL FOODGRAIN INDIA PRIVATE LIMITED,Processors,Aug-21,"Q2, FY 22",Madhya Pradesh,MP & Chhattisgarh,,,,,,,,,,,, 224.75 ,2052.454592,461289.1695,0,0,461289.1695,9225.78339,0,15292.89613,436770.49,0.01,,224.74,411700.55,407583.5445,4117.0055,11440.94,10227.51,0,0,0,433369, -   ," 4,07,584 ",53705.62502,32037.17502,3401.49, 0.7% ,1,1,1,
44446,Sep-21,"Q2, FY 22",PA0809,SHRI KANAK TRANDING CO.,Jul-21,"Q2, FY 22",Wheat,Wheat,Uttar Pradesh,TIRUPATI WHEAT PRODUCT PVT LTD,SME,Aug-21,"Q2, FY 22",Uttar Pradesh,Uttar Pradesh,,,,,,,,,,,, 250.70 ,2083.833947,522417.1706,0,0,522417.1706,15282.04756,19653.5,52395.213,435086.41,0,,250.7,447659.95,443183.3505,4476.5995,12435,7461,22563,0,0,490118.95, -   ," 4,43,183 ",79233.82006,17121.32006,-55032.54, (10.5%),1,1,0,
44450,Sep-21,"Q2, FY 22",PA0810,NEW PRABHU KIRPA KHAD BHANDAR,Aug-21,"Q2, FY 22",Wheat,Wheat,Uttar Pradesh,GARV AGRIFARMS LLP,Processors,Aug-21,"Q2, FY 22",Delhi,Delhi,,,,,,,,,,,, 175.59 ,2139.560618,375685.449,0,0,375685.449,7513.70898,12830.26,12830.26,342511.22,-2.76,,178.35,323123.83,319892.5917,3231.2383,8829,7062,17700,0,0,356714.83, -   ," 3,19,893 ",55792.85728,9371.59728,-14203.61, (3.8%),1,1,0,
44446,Sep-21,"Q2, FY 22",PA0811,SHANKAR TRADERS,Sep-21,"Q2, FY 22",Wheat,Wheat,Uttar Pradesh,TIRUPATI WHEAT PRODUCT PVT LTD,SME,Aug-21,"Q2, FY 22",Uttar Pradesh,Uttar Pradesh,,,,,,,,,,,, 246.35 ,1916.720437,472184.0797,0,0,472184.0797,13808.1212,16145,53659.3885,388571.57,0,,246.35,446317.22,441854.0478,4463.1722,13695,5817,21400,0,0,487229.22, -   ," 4,41,854 ",30330.0319,-26726.9681,-98657.65, (20.9%),1,0,0,
44451,Sep-21,"Q2, FY 22",PA0813,Anuj Traders,Jun-21,"Q1, FY 22",Wheat,Wheat,Uttar Pradesh,GARV AGRIFARMS LLP,Processors,Aug-21,"Q2, FY 22",Delhi,Delhi,,,,,,,,,,,, 299.36 ,2107.201383,630811.8061,0,0,630811.8061,12616.23612,10913.87,10913.87,596367.83,-4.74,,304.1,556962.19,551392.5681,5569.6219,15053,12042,29700,0,0,613757.19, -   ," 5,51,393 ",79419.23802,11710.36802,-17389.36, (2.8%),1,1,0,
44447,Sep-21,"Q2, FY 22",PA0814,NEW PRABHU KIRPA KHAD BHANDAR,Aug-21,"Q2, FY 22",Wheat,Wheat,Uttar Pradesh,OLAM AGRI INDIA PRIVATE LIMITED,Enterprise,Jun-21,"Q1, FY 22",Uttarakhand,Uttarakhand,,,,,,,,,,,, 306.25 ,1936.606754,593085.8185,0,30419.70635,562666.1122,9352.582873,6012.5,12216.442,535084.5873,0,,306.25,554836.19,549287.8281,5548.3619,15160,12127,25200,0,0,607323.19, -   ," 5,49,288 ",13378.28408,-45121.21592,-72238.60, (12.8%),1,0,0,
44450,Sep-21,"Q2, FY 22",PA0815,O B and Sons,Jul-21,"Q2, FY 22",Maize,Maize,Uttar Pradesh,M/S YUVAAN AGRO TRADERS,SME,Jul-21,"Q2, FY 22",Uttar Pradesh,Uttar Pradesh,,,,,,,,,,,, 338.50 ,1878.86,635994.11,0,0,635994.11,0,0,9769.11,626225,0,,338.5,586461.41,580596.7959,5864.6141,20107,10054,31758,0,0,648380.41, -   ," 5,80,597 ",55397.3141,-6521.6859,-22155.41, (3.5%),1,0,0,
